asunto,cuerpo,etiqueta,remitente,tiene_links,errores_gramaticales,todo_mayusculas,solicita_info_personal,clasificacion,feat_tiene_links,feat_errores_gramaticales,feat_todo_mayusculas,feat_solicita_info_personal,feat_cuerpo_len,feat_num_exclam,feat_upper_ratio,feat_num_words_body
Re: Recordatorio de cita,Recordatorio de tu cita médica para mañana a las 11:00 AM.,ham,citasmedicas@hospital.org,0,0,0,0,HAM,0,0,0,0,60,0,0.11904761904761904,11
Oferta Increíble: ¡Gane un Millón!,¡Felicidades! Ha ganado un millón de dólares.  Reclame su premio aquí: [enlace sospechoso],spam,premiosmillonarios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,94,2,0.09722222222222222,13
Re: Tu compra ha sido procesada,Tu compra ha sido procesada exitosamente. Puedes ver el detalle aquí: [enlace legítimo],ham,compras@tiendaonline.com,0,0,0,0,HAM,0,0,0,0,89,0,0.056338028169014086,13
Gane un viaje a Hawaii!!!,¡Felicidades! Ha ganado un viaje a Hawaii. Visite [enlace sospechoso] para reclamarlo.,spam,ganahawaii@viajes.net,0,0,0,0,SPAM,0,0,0,0,87,4,0.07142857142857142,12
Re: Tu factura está lista,Tu factura está lista para ser descargada: [enlace legítimo],ham,facturas@empresa.com,0,0,0,0,HAM,0,0,0,0,62,0,0.061224489795918366,9
ATENCIÓN: Tu cuenta ha sido comprometida,Tu cuenta ha sido comprometida.  Cámbia tu contraseña inmediatamente: [enlace sospechoso],spam,seguridad@cuenta.com,0,0,0,0,SPAM,0,0,0,0,91,0,0.05405405405405406,11
Re: Cambio de contraseña,Hemos recibido una solicitud de cambio de contraseña para tu cuenta.,ham,seguridad@example.com,0,0,0,0,HAM,0,0,0,0,69,0,0.03508771929824561,11
Oferta Increíble: ¡Gane un Millón!,¡Felicidades! Ha ganado un millón de dólares.  Reclame su premio aquí: [enlace sospechoso],spam,premiosmillonarios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,94,2,0.09722222222222222,13
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede rastrearlo aquí: [enlace legítimo]"";ham;pedidos@tiendaonline.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Atención: Problemas con su tarjeta de crédito,Hemos detectado actividad sospechosa en su tarjeta de crédito. Verifique su cuenta aquí: [enlace sospechoso],spam,seguridadtarjeta@correo.com,0,0,0,0,SPAM,0,0,0,0,110,0,0.044444444444444446,15
Re: Confirmación de reserva,Su reserva ha sido confirmada.  Gracias por su reserva.,ham,reservas@hotel.com,0,0,0,0,HAM,0,0,0,0,55,0,0.045454545454545456,9
¡Gane un crucero gratis!,¡Felicidades! Ha ganado un crucero gratis.  Visite [enlace sospechoso] para reclamarlo.,spam,ganacrucero@viajes.net,0,0,0,0,HAM,0,0,0,0,88,2,0.056338028169014086,11
Re: Tu pago ha sido recibido,Tu pago ha sido recibido exitosamente. Gracias por su compra.,ham,pagos@tiendaonline.com,0,0,0,0,HAM,0,0,0,0,61,0,0.04,10
Oferta Exclusiva: ¡Descuento del 70%!,¡Oferta exclusiva! Obtenga un 70% de descuento en todos nuestros productos. [enlace sospechoso],spam,ofertas@descuentos.com,1,1,1,1,SPAM,1,1,1,1,96,2,0.039473684210526314,13
Re: Tu solicitud ha sido aprobada,Tu solicitud ha sido aprobada.  Más información: [enlace legítimo],ham,solicitudes@empresa.com,0,0,0,0,HAM,0,0,0,0,69,0,0.09433962264150944,9
Problemas con tu cuenta bancaria,Hemos detectado actividad sospechosa en su cuenta bancaria. Ingrese sus datos para verificarla: [enlace sospechoso],spam,seguridadbancaria@correo.com,0,0,0,0,SPAM,0,0,0,0,115,0,0.020618556701030927,15
Re:#Tu cita médica,Su cita médica está confirmada para el 15 de Noviembre a las 10:00 AM.#[enlace legítimo],ham,citasmedicas@hospital.org,0,0,0,0,SPAM,0,0,0,0,91,0,0.1111111111111111,15
GANE UN AUTO NUEVO!!!,¡Felicidades! Ha ganado un auto nuevo. Visite [enlace sospechoso] para reclamarlo.,spam,ganeauto@promociones.net,0,0,0,0,SPAM,0,0,0,0,83,4,0.05970149253731343,11
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede rastrearlo aquí: [enlace legítimo]"";ham;pedidos@tiendaonline.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Oferta Exclusiva!,¡Oferta exclusiva solo para ti! Compre ahora y obtenga un 50% de descuento. [enlace sospechoso],spam,ofertas@descuentos.com,1,1,1,1,SPAM,1,1,1,1,96,2,0.04054054054054054,15
Problemas con tu cuenta,Hemos detectado actividad sospechosa en tu cuenta. Inicia sesión aquí para solucionarlo: [enlace sospechoso],spam,seguridad@bancomercial.com,0,0,0,0,SPAM,0,0,0,0,110,0,0.04395604395604396,14
Re: Invitación a evento,Te invitamos a nuestro evento anual. Más información: [enlace legítimo],ham,eventos@empresa.com,1,1,1,1,SPAM,1,1,1,1,74,0,0.08620689655172414,10
Su paquete está listo para envío,Su paquete está listo para envío. Puede rastrearlo aquí: [enlace legítimo],ham,envios@paqueteria.com,0,0,0,0,SPAM,0,0,0,0,78,0,0.1,11
Atención: Problemas con su cuenta bancaria,Hemos detectado actividad sospechosa en su cuenta bancaria. Ingrese sus datos para verificarla: [enlace sospechoso],spam,seguridadbancaria@correo.com,0,0,0,0,SPAM,0,0,0,0,115,0,0.020618556701030927,15
Re: Tu cita médica,Su cita médica está confirmada para el 15 de Noviembre a las 10:00 AM. [enlace legítimo],ham,citasmedicas@hospital.org,0,0,0,0,SPAM,0,0,0,0,91,0,0.1111111111111111,16
"Actualiza tu contrase�#a;""Estimado usuario; por favor actualiza tu contraseña para mayor seguridad. [enlace legítimo]"";ham;seguridad@example.com;False;False;False;True;Spam",N#ne,,,0,0,0,0,HAM,0,0,0,0,4,0,0.3333333333333333,1
Re: Tu reserva está confirmada,Tu reserva está confirmada. El número de confirmación es: [código].,ham,reservas@hotel.com,0,0,0,0,SPAM,0,0,0,0,71,0,0.11320754716981132,10
Re: ¡Oferta Increíble! ¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Haga clic aquí para reclamar su premio: [enlace sospechoso],spam,premios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,109,3,0.08235294117647059,16
"Actualización de seguridad de tu cuenta;""Estimado usuario; hemos detectado actividad sospechosa en su cuenta. Por favor; actualice su contraseña aquí: [enlace sospechoso]"";spam;seguridad@bancofalso.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu paquete está listo para ser recogido;""Su paquete está listo para su entrega. Para más información; ingrese aquí: [enlace sospechoso]"";spam;envios@empresaficticia.net;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Nueva promoción en nuestra tienda online!,Tenemos grandes ofertas que no puedes perderte. Entra y mira: [enlace sospechoso],spam,promociones@megapromocion.org,0,0,0,0,SPAM,0,0,0,0,81,1,0.030303030303030304,12
Re: ¡Oferta Increíble! ¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Haga clic aquí para reclamar su premio: [enlace sospechoso],spam,premios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,109,3,0.08235294117647059,16
Cita médica confirmada,Su cita médica para el 15 de octubre ha sido confirmada. Para más detalles visite: [enlace sospechoso],spam,citasmedicas@clinicavirt.com,0,0,0,0,SPAM,0,0,0,0,104,0,0.05,17
Feliz Cumpleaños!,Feliz cumpleaños! Esperamos que tengas un maravilloso día. Aquí tienes un descuento en tu compra!,ham,soporte@tiendaonline.com,0,0,0,0,HAM,0,0,0,0,100,3,0.075,15
Tu pedido ha sido enviado,Tu pedido número 12345 ha sido enviado. Puedes hacer el seguimiento aquí: [enlace seguro],ham,pedidos@tiendaonline.com,0,0,0,0,SPAM,0,0,0,0,91,0,0.05970149253731343,14
"Reunión de equipo;""Hola equipo; hay una reunión hoy a las 10am. Saludos."";ham;jefe@empresa.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Actualización de software,Actualiza el software a la última versión para mejorar la seguridad.,ham,soporte@software.com,0,0,0,0,SPAM,0,0,0,0,70,0,0.05263157894736842,11
Re: ¡Oferta Increíble! ¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Haga clic aquí para reclamar su premio: [enlace sospechoso],spam,premios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,109,3,0.08235294117647059,16
Oferta de empleo,Te invitamos a aplicar a esta oferta de trabajo. Más información: [enlace seguro],ham,empleos@empresa.com,0,0,0,0,SPAM,0,0,0,0,83,0,0.06153846153846154,13
Invitación a evento,Te invitamos a nuestro evento. Más información: [enlace seguro],ham,eventos@empresa.com,1,1,1,1,SPAM,1,1,1,1,65,0,0.0784313725490196,9
Recordatorio de pago,Recuerda realizar el pago de tu factura. Más información: [enlace seguro],ham,facturacion@empresa.com,1,1,1,1,SPAM,1,1,1,1,75,0,0.06779661016949153,11
"GANE UN AUTO NUEVO!!!;""FELICIDADES; HA GANADO UN AUTO NUEVO!! RECLAME SU PREMIO AQUI: [enlace sospechoso]"";spam;ganador@concurso.com;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,5,0.0,0
"Tu cuenta ha sido bloqueada;""Tu cuenta ha sido bloqueada debido a actividad sospechosa. Para desbloquearla; haz clic aquí: [enlace sospechoso]"";spam;seguridad@bancofalso.com;True;False;False;True;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
Increíble oferta de vacaciones!,Disfruta de unas vacaciones increíbles a un precio irresistible. Reserva ahora: [enlace sospechoso],spam,vacaciones@ofertas.com,0,0,0,0,SPAM,0,0,0,0,100,1,0.03614457831325301,13
"Re: Tu paquete está listo para ser recogido;""Su paquete está listo para su entrega. Para más información; ingrese aquí: [enlace sospechoso]"";spam;envios@empresaficticia.net;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Saludos cordiales,Espero que este correo te encuentre bien.,ham,amigo@gmail.com,0,0,0,0,SPAM,0,0,0,0,41,0,0.029411764705882353,7
"Problemas con tu tarjeta de crédito;""Hemos detectado problemas con tu tarjeta de crédito. Por favor; actualiza tus datos: [enlace sospechoso]"";spam;seguridad@bancofalso.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Re: Nueva promoción en nuestra tienda online!,Tenemos grandes ofertas que no puedes perderte. Entra y mira: [enlace sospechoso],spam,promociones@megapromocion.org,0,0,0,0,SPAM,0,0,0,0,81,1,0.030303030303030304,12
Planifica tu viaje soñado,Encuentra el viaje de tus sueños. Más información: [enlace seguro],ham,viajes@agenciaviajes.com,0,0,0,0,HAM,0,0,0,0,69,0,0.09433962264150944,10
Re: Cita médica confirmada,Su cita médica para el 15 de octubre ha sido confirmada. Para más detalles visite: [enlace sospechoso],spam,citasmedicas@clinicavirt.com,0,0,0,0,SPAM,0,0,0,0,104,0,0.05,17
Nuevo mensaje,Tienes un nuevo mensaje.,ham,notificaciones@gmail.com,0,0,0,0,SPAM,0,0,0,0,24,0,0.05,4
Tu pedido ha sido enviado,Tu pedido número 12345 ha sido enviado. Puedes hacer el seguimiento aquí: [enlace seguro],ham,pedidos@tiendaonline.com,0,0,0,0,SPAM,0,0,0,0,91,0,0.05970149253731343,14
"Re: GANE UN AUTO NUEVO!!!;""FELICIDADES; HA GANADO UN AUTO NUEVO!! RECLAME SU PREMIO AQUI: [enlace sospechoso]"";spam;ganador@concurso.com;True;True;True;True;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,5,0.0,0
Actualización de tu perf#l,Actualiza tu perfil para mejo#ar tu experiencia.,ham,soporte@plataforma.com,0,0,0,0,SPAM,0,0,0,0,48,0,0.025,7
"Re: Problemas con tu tarjeta de crédito;""Hemos detectado problemas con tu tarjeta de crédito. Por favor; actualiza tus datos: [enlace sospechoso]"";s#am;seguridad@bancofalso.com;True;False;False;True;Spam",N#ne,,,0,0,0,0,HAM,0,0,0,0,4,0,0.3333333333333333,1
Re: Increíble oferta de vacaciones!,Disfruta de unas vacaciones increíbles a un precio irresistible. Reserva ahora: [enlace sospechoso],spam,vacaciones@ofertas.com,0,0,0,0,SPAM,0,0,0,0,100,1,0.03614457831325301,13
Re: Planifica tu viaje soñado,Encuentra el viaje de tus sueños. Más información: [enlace seguro],ham,viajes@agenciaviajes.com,0,0,0,0,SPAM,0,0,0,0,69,0,0.09433962264150944,10
Re: Recordatorio de pago,Recuerda realizar el pago de tu factura. Más información: [enlace seguro],ham,facturacion@empresa.com,0,0,0,0,SPAM,0,0,0,0,75,0,0.06779661016949153,11
Re: Nuevo mensaje,Tienes un nuevo mensaje.,ham,notificaciones@gmail.com,0,0,0,0,SPAM,0,0,0,0,24,0,0.05,4
Re: Actualización de tu perfil,Actualiza tu perfil para mejorar tu experiencia.,ham,soporte@plataforma.com,0,0,0,0,SPAM,0,0,0,0,48,0,0.024390243902439025,7
Re: Saludos cordiales,Espero que este correo te encuentre bien.,ham,amigo@gmail.com,0,0,0,0,SPAM,0,0,0,0,41,0,0.029411764705882353,7
Re: Oferta de empleo,Te invitamos a aplicar a esta oferta de trabajo. Más información: [enlace seguro],ham,empleos@empresa.com,0,0,0,0,SPAM,0,0,0,0,83,0,0.06153846153846154,13
"Re: Reunión de equipo;""Hola equipo; hay una reunión hoy a las 10am. Saludos."";ham;jefe@empresa.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Re: Actualización de software,Actualiza el software a la última versión para mejorar la seguridad.,ham,soporte@software.com,0,0,0,0,HAM,0,0,0,0,70,0,0.05263157894736842,11
Re: Invitación a evento,Te invitamos a nuestro evento. Más información: [enlace seguro],ham,eventos@empresa.com,0,0,0,0,HAM,0,0,0,0,65,0,0.0784313725490196,9
Oferta especial para ti!,Tenemos una oferta especial solo para ti. Más información: [enlace seguro],ham,ofertas@tienda.com,0,0,0,0,SPAM,0,0,0,0,76,1,0.06666666666666667,11
"Tu contraseña ha sido cambiada;""Tu contraseña ha sido cambiada. Si no has sido tú; por favor contacta con nosotros."";ham;seguridad@plataforma.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Re: Feliz Cumpleaños!,Feliz cumpleaños! Esperamos que tengas un maravilloso día. Aquí tienes un descuento en tu compra!,ham,soporte@tiendaonline.com,1,1,1,1,SPAM,1,1,1,1,100,3,0.075,15
"Oferta Increíble: ¡Gana un millón de dólares!;""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio; haga clic aquí: [enlace sospechoso]"";spam;ofertasincreibles@ganadinero.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"";ham;pedidos@ejemplo.com;True;False;False;False;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"Actualización de seguridad importante;""Estimado usuario; hemos detectado actividad sospechosa en su cuenta. Por favor; verifique su información aquí: [enlace sospechoso]"";spam;seguridad@bancofalso.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu paquete está listo para ser recogido;""Hola; tu paquete está listo para ser recogido en nuestra oficina. Más información aquí: [enlace legítimo]"";ham;notificaciones@empresaenvios.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡¡GRAN OFERTA!!,Aprovecha nuestra gran oferta por tiempo limitado. Haga clic aquí para obtener más información: [enlace sospechoso],spam,ofertas@superdescuento.net,0,0,0,0,SPAM,0,0,0,0,118,2,0.052083333333333336,16
"Su cuenta ha sido bloqueada;""Estimado cliente; su cuenta ha sido bloqueada debido a una violación de seguridad. Haga clic aquí para desbloquearla: [enlace sospechoso]"";spam;seguridad@bancomundial.net;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Solicitud de amistad;""Hola; me llamo Juan y quería agregarle a mi lista de amigos"";ham;juan.perez@gmail.com;False;False;False;False;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"Re: Cita médica;""Doctor; he adjuntado mis resultados médicos"";ham;paciente@hospital.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
GANA DINERO FACILMENTE,Gana dinero fácilmente desde casa. Haga clic aquí para más información: [enlace sospechoso],spam,ganadinero@facil.com,0,0,0,0,HAM,0,0,0,0,95,0,0.08,13
"Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"";ham;pedidos@tiendaonline.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Oferta Increíble: ¡Gana un millón de dólares!;""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio; haga clic aquí: [enlace sospechoso]"";spam;ofertasincreibles@ganadinero.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"";ham;pedidos@ejemplo.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Actualización de seguridad importante;""Estimado usuario; hemos detectado actividad sospechosa en su cuenta. Por favor; verifique su información aquí: [enlace sospechoso]"";spam;seguridad@bancofalso.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu paquete está listo para ser recogido;""Hola; tu paquete está listo para ser recogido en nuestra oficina. Más información aquí: [enlace legítimo]"";ham;notificaciones@empresaenvios.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡¡GRAN OFERTA!!,Aprovecha nuestra gran oferta por tiempo limitado. Haga clic aquí para obtener más información: [enlace sospechoso],spam,ofertas@superdescuento.net,0,0,0,0,SPAM,0,0,0,0,118,2,0.052083333333333336,16
"Su cuenta ha sido bloqueada;""Estimado cliente; su cuenta ha sido bloqueada debido a una violación de seguridad. Haga clic aquí para desbloquearla: [enlace sospechoso]"";spam;seguridad@bancomundial.net;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Solicitud de amistad;""Hola; me llamo Juan y quería agregarle a mi lista de amigos"";ham;juan.perez@gmail.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Cita médica;""Doctor; he adjuntado mis resultados médicos"";ham;paciente@hospital.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
GANA DINERO FACILMENTE,Gana dinero fácilmente desde casa. Haga clic aquí para más información: [enlace sospechoso],spam,ganadinero@facil.com,0,0,0,0,SPAM,0,0,0,0,95,0,0.08,13
"Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"";ham;pedidos@tiendaonline.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Nueva promoción!,Tenemos una nueva promoción que te encantará!,ham,promotions@example.com,0,0,0,0,SPAM,0,0,0,0,47,2,0.07894736842105263,7
"Atención al cliente;""Para cualquier consulta; contáctanos al +555-555-5555"";ham;support@example.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
R#: Reunión de mañana,Confirmado. Nos vemos mañana#a las 10:00 AM,ham,coworker@example.com,0,0,0,0,HAM,0,0,0,0,44,0,0.16666666666666666,7
Recordatorio de evento,Recuerda que tenemos un evento el próximo sábado!,ham,events@example.com,0,0,0,0,HAM,0,0,0,0,51,1,0.07317073170731707,8
"Felicidades; has ganado un premio!;""Para#reclamar tu premio; haz click aquí: [enlace sospechoso]"";spam;premios@fakemail.com;True;False;False;True;Spam",N#ne,,,0,0,0,0,HAM,0,0,0,0,4,1,0.3333333333333333,1
Tu cuenta ha sido comprometida!,Necesitas actualizar tu información inmediatamente. Haz click aquí: [enlace sospechoso],spam,security@fakebank.com,0,0,0,0,SPAM,0,0,0,0,89,1,0.05405405405405406,10
Oferta exclusiva para ti!,Descubre nuestra oferta exclusiva. Haz click aquí para más información: [enlace sospechoso],spam,ofertas@spammail.com,0,0,0,0,SPAM,0,0,0,0,94,1,0.06578947368421052,12
"Actualiza tu software ahora!;""Para evitar problemas; actualiza tu software inmediatamen#e."";ham;software@example.com;False;False;False;False;Ham",N#ne,,,1,1,1,1,HAM,1,1,1,1,4,1,0.3333333333333333,1
Gana un coche nuevo!,Participa en nuestro sorteo y gana un coche nuevo!,spam,sorteo@fakecompany.com,1,1,1,1,SPAM,1,1,1,1,50,2,0.024390243902439025,9
"Problemas con tu cuenta?;""Si tienes problemas con tu cuenta; contacta con soporte."";ham;support@example.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu contraseña ha sido cambiada.;""Si no has sido tú; contacta con soporte inmediatamente."";ham;security@example.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Inicia sesión ahora!,Necesitas iniciar sesión para acceder a tu cuenta.,ham,login@example.com,0,0,0,0,HAM,0,0,0,0,51,1,0.047619047619047616,8
Recuerda tu cita!,No olvides tu cita el próximo martes.,ham,calendar@example.com,0,0,0,0,HAM,0,0,0,0,38,1,0.06666666666666667,7
Re: Proyecto X,Hemos actualizado el estado del proyecto X. Más información aquí: [enlace legítimo],ham,projectmanager@example.com,0,0,0,0,SPAM,0,0,0,0,87,0,0.10294117647058823,12
Oferta limitada: ¡No te lo pierdas!,¡Oferta por tiempo limitado! Haz click aquí: [enlace sospechoso],spam,ofertas@spam.com,0,0,0,0,SPAM,0,0,0,0,66,2,0.07692307692307693,9
Su pedido ha sido confirmado,Gracias por su compra! Su pedido ha sido confirmado. Puede verlo aquí: [enlace legítimo],ham,orders@onlineStore.com,0,0,0,0,SPAM,0,0,0,0,90,1,0.07142857142857142,14
Tu suscripción ha expirado,Renueva tu suscripción aquí: [enlace legítimo],ham,subscriptions@example.com,0,0,0,0,HAM,0,0,0,0,49,0,0.10526315789473684,6
"Problema con tu pago;""Hemos detectado un problema con tu pago reciente. Por favor; verifica tu información aquí: [enlace legítimo]"";ham;payments@example.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Nueva actualización disponible!,Descarga la nueva actualización ahora mismo!,ham,updates@example.com,0,0,0,0,HAM,0,0,0,0,45,2,0.05263157894736842,6
Tu reserva ha sido confirmada,Tu reserva ha sido confirmada exitosamente. Más detalles aquí: [enlace legítimo],ham,reservations@hotel.com,0,0,0,0,SPAM,0,0,0,0,83,0,0.07575757575757576,11
¡No te pierdas esta oportunidad!,¡Oferta especial por tiempo limitado! Haz click aquí: [enlace sospechoso],spam,superofertas@spam.com,0,0,0,0,SPAM,0,0,0,0,75,2,0.06666666666666667,10
Tu cuenta ha s#do creada,Bienvenido a nuestro #ervicio! Tu cuenta ha sido creada exitosamente.,ham,signup@example.com,0,0,0,0,HAM,0,0,0,0,69,1,0.03508771929824561,10
"Oferta Increíble: ¡Gane un Millón de Dólares!;""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio; haga clic aquí: [enlace sospechoso]"";spam;premiosmillonarios@ofertasespeciales.com;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Su pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede rastrearlo aquí: [enlace legítimo]"";ham;ventas@ejemplo.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Actualice su contraseña ahora;""Estimado usuario; por motivos de seguridad; actualice su contraseña haciendo clic aquí: [enlace sospechoso]"";spam;seguridad@seguridadfalsa.net;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Su cuenta ha sido comprometida,Su cuenta ha sido comprometida. Haga clic aquí para restablecer su contraseña: [enlace sospechoso],spam,seguridad_sistema@dominiofalso.org,0,0,0,0,SPAM,0,0,0,0,100,0,0.04938271604938271,14
Nueva promoción en productos de limpieza,Aproveche nuestras ofertas en productos de limpieza. Visite nuestro sitio web: [enlace legítimo],ham,ofertas@limpiezas.com,0,0,0,0,SPAM,0,0,0,0,97,0,0.0375,13
Gane un viaje gratis a Hawaii,¡Felicitaciones! Ha ganado un viaje gratis a Hawaii. Visite nuestro sitio para reclamar su premio: [enlace sospechoso],spam,viajesgratis@ganapremios.com,0,0,0,0,SPAM,0,0,0,0,119,1,0.05154639175257732,17
"Re: Cita médica;""Estimado paciente; le recordamos su cita médica para mañana a las 10:00 AM."";ham;citasmedicas@hospital.com;False;False;False;False;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"¡¡¡Gane un auto nuevo!!!;""¡Felicidades! Ha ganado un auto nuevo. Para reclamar su premio; proporcione su información personal: [enlace sospechoso]"";spam;ganeauto@sorteos.net;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,4,0.0,0
"Invitación a evento;""Estimado/a [nombre]; le invitamos a nuestro evento el próximo sábado. Más detalles en: [enlace legítimo]"";ham;eventos@empresa.com;False;False;False;False;Ham",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
Oferta Limitada por Tiempo: ¡Aprovecha ahora!,Oferta por tiempo limitado. ¡No te quedes sin tu producto! Compra ahora: [enlace sospechoso],spam,ofertaslimitadas@superofertas.com,0,0,0,0,SPAM,0,0,0,0,93,2,0.05405405405405406,14
"Re: Su solicitud de empleo;""Estimado/a [nombre]; hemos recibido su solicitud de empleo y la estamos revisando. Le mantendremos informado."";ham;rrhh@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡¡¡Oferta Increíble!!! ¡Gane un Millón de Dólares!;""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio; haga clic aquí: [enlace sospechoso]"";spam;premiosmillonarios@ofertasespeciales.com;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,5,0.0,0
Re: Confirmación de pedido,Su pedido ha sido confirmado. Puede ver el detalle aquí: [enlace legítimo],ham,pedidos@tiendaonline.com,0,0,0,0,HAM,0,0,0,0,76,0,0.06779661016949153,12
"Actualice su información personal;""Estimado usuario; actualice su información personal para mantener su cuenta segura: [enlace sospechoso]"";spam;actualizaciones@seguridadfalsa.net;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Su cuenta ha sido bloqueada,Su cuenta ha sido bloqueada. Haga clic aquí para desbloquearla: [enlace sospechoso],spam,seguridad_sistema@dominiofalso.org,0,0,0,0,SPAM,0,0,0,0,84,0,0.04411764705882353,12
"Oferta de empleo;""Estimado/a [nombre]; hemos encontrado una oferta de empleo que puede interesarle. Visite nuestro sitio web para más información: [enlace legítimo]"";ham;empleo@empleos.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡¡¡Gane un viaje a Europa!!!;""¡Felicidades! Ha ganado un viaje a Europa. Para reclamar su premio; proporcione su información personal: [enlace sospechoso]"";spam;ganaviaje@sorteos.net;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,4,0.0,0
